id,question,answer
6868,"Let $X$ and $Y$ be topological spaces. If a function $g: X \to Y$ maps open sets of $X$ to closed sets of $Y$, does that imply that $g$ is continuous? Answer yes or no and justify your answer.",No
6869,Evaluate the limit: \[ \lim_{N\to\infty} \frac{\sum_{n=0}^N \sin^4 (5n)}{N} \],\dfrac{3}{8}
6870,Determine the number of zeros of the function \( F(z)=z^{8}-4z^{5}+z^{2}-1 \) that lie inside the unit circle \( |z|<1 \).,5
6871,"Given that \( x, y, z \) are non-negative real numbers satisfying the equation \[ 4^{\sqrt{5x + 9y + 4z}} - 68 \times 2^{\sqrt{5x + 9y + 4z}} + 256 = 0, \] find the product of the maximum and minimum values of \( x + y + z \).",4
6872,"Let \( R = \{a_1 + a_2x^2 + a_3x^3 + \ldots + a_nx^n; a_i \in \mathbb{R}, n > 2\} \) be a polynomial ring. Consider the ideal \( I \) generated by \( \langle x^2 + 1, x^3 + 1 \rangle \). Determine whether \( I = R \).",I = R
6873,"Can a winning strategy be guaranteed in the 100 prisoner problem, where each prisoner is called into a room with a light bulb and a switch, and the objective is for one prisoner to shout ""YAY!"" when all prisoners have been in the room at least once, ensuring their release? The initial bulb state is off, and prisoners are called randomly, possibly multiple times.",Yes
6874,Find the smallest positive integer \( n \) such that \( 2001^n - 1 \) is divisible by \( 2^{2002} \).,2^{1998}
6875,Find the range of the function \( g(x) = \int_{2x}^{x} \frac{e^{xt^2}}{t}dt \) for \( x < 0 \).,"(-\ln 2, 0)"
6876,"Let $n$ be an integer such that $n \geq 2$. Find the greatest possible value of the expression \[ E = \frac{a_1}{1+a_1^2} + \frac{a_2}{1+a_2^2} + \ldots + \frac{a_n}{1+a_n^2} \] given that the positive real numbers $a_1, a_2, \ldots, a_n$ satisfy $a_1 + a_2 + \ldots + a_n = \frac{n}{2}$. Provide your answer as a single value.",\dfrac{2n}{5}
6877,"Given the solution to the differential equation \( \frac{\partial c}{\partial t} = D\frac{\partial^2c}{\partial x^2} \) with boundary conditions \( c(x,0) = C^\infty \), \( c(0,t)=0 \), and \( c(\infty,t)=C^\infty \), the concentration is given by \( c(x,t) = C^\infty \operatorname{erfc}\Big(\frac{x}{2\sqrt{Dt}}\Big) \). The flux at \( x=0 \) is \( J_{(x=0)} = \frac{C^\infty\sqrt{D}}{\sqrt{\pi t}} \). Determine the limit of \( J \) as \( t \to 0 \).",\infty
6878,"Find the Laurent series expansion of \( f(z) = \frac{1}{(z-1)^2} \) about \( z_0 = 2 \) that is valid in the region \( 1 < |z-2| < 3 \). Then, evaluate the integral \( \int_\gamma \frac{1}{(z-1)^2} \, dz \) where \( \gamma(t) = 2 + 2e^{it} \) for \( 0 \leq t \leq 2\pi \).",0
6879,"Evaluate the integral \( \int_C \cot z\ \mathrm{d}z \), where \( C(t) = 2e^{it} \) and \( t \in [0, 2\pi] \), using the residue theorem.",2\pi i
6880,"Given positive integers $n$ and positive numbers $a_{i}, b_{i}$ for $i=1,2,\ldots,n$, with $\sum_{i=1}^{n}a^2_{i}=\sum_{i=1}^{n}b^2_{i}=1$, find the maximum value of $\min_{1\le i\le n}\left(\dfrac{a_{i}}{b_{i}}\right)$. ",1
6881,Solve the following system of equations in integers: \[ \begin{cases} 5^x - \log_2 (y+3) = 3^y \\ 5^y - \log_2 (x+3) = 3^x \end{cases} \],"(1, 1)"
6882,"Let $P$ and $Q$ be linear operators on an $n$-dimensional vector space $V$ such that $P^2 = P$, $Q^2 = Q$, and $(P+Q)^2 = P+Q$. Prove that $PQ = QP = 0$.",PQ = QP = 0
6883,"Given the recurrence relation \(a_0=\frac{5}{2}\) and \(a_k=(a_{k-1})^2-2\), find the value of:

\[\lim_{n \rightarrow \infty} \frac{a_{n+1}+1}{\sqrt{a_{n+1}^{2}-4}}\]",1
6884,"Determine whether the matrix direct sum is distributive over matrix multiplication. Specifically, is the following statement true or false? $$\bigoplus_{i=1}^n A_iB_i = \left(\bigoplus_{i=1}^n A_i\right)\left(\bigoplus_{i=1}^n B_i\right)$$ where $A_iB_i$ denotes the product of matrices $A_i$ and $B_i$, and $\bigoplus$ represents the direct sum.",True
6885,Evaluate the limit of the infinite product: \[ \lim_{n \to \infty} \frac{1\cdot4\cdot7\cdot...\cdot(3n+1)}{2\cdot5\cdot8\cdot...\cdot(3n+2)} \],0
6886,"If the partial sums of a complex sequence $(\beta_n)$ are unbounded, does it imply that the sequence $(\beta_n)$ itself is unbounded? Provide a justification for your answer.",No
6887,"Determine the number of solutions to the equation $x^2 - x\sin x - \cos x = 0$ for $x \in (-\infty, +\infty)$. Provide your answer as a single integer.",2
6888,"Evaluate the contour integral \( \int_{\gamma} \frac{1}{z^2-1} \, dz \) where \( \gamma(t) = 2e^{it} \) for \( -\pi \leq t \leq \pi \).",0
6889,"Given that \( \Im[f'(z)]=6x(2y-1) \) and \( f(0)=3-2i \), \( f(1)=6-5i \), find the value of \( f(1+i) \).",6 + 3i
6890,"Given two strictly concave, strictly increasing, and everywhere differentiable functions $f, g: \mathbb{R}^+_0 \to [0,1]$ with $f(0) = g(0) = 0$ and $\lim_{x \to \infty} f(x) = \lim_{x \to \infty} g(x) = 1$, determine the maximum number of intersections between $f$ and $g$ for $x > 0$. Exclude the intersection at $x = 0$.",1
6891,"Evaluate the surface integral \( \iint_S \mathbf{F} \cdot \mathbf{n} \, dS \) for the vector field \( \mathbf{F}(x,y,z) = xi + yj + zk \), where \( S \) is the plane surface bounded by the triangle with vertices at \((1,0,0)\), \((0,1,0)\), and \((0,0,1)\). The unit normal \( \mathbf{n} \) to \( S \) has a nonnegative z-component. Use the vector representation \( \mathbf{r}(u,v) = (u+v)i + (u-v)j + (1-2u)k \) to perform the evaluation.",\dfrac{1}{2}
6892,"Find a transformation that maps a rectangular region $D$ in the $uv$-plane onto the region $R = \{(x, y) \in \mathbb{R}^2 : x \geq 0, y \geq 0, 1 \leq x+y \leq 2\}$. Use this transformation to evaluate the integral \( \iint_R \frac{y}{x + y} \, dA \).",\dfrac{3}{4}
6893,Evaluate \( \lim_{n \to \infty} \int^{b}_{0} \frac{\sin nx}{nx}dx \) for \( b>0 \).,0
6894,"Find the largest lower bound, independent of \(\lambda\), for the expression \[ \frac{1+|\lambda|^2}{2}+\text{Re}\lambda - \frac{2\pi}{n+2}\text{Im}\lambda \] given that \(|\lambda|<1\), \(\text{Re}\lambda < 0\), \(\text{Im}\lambda > 0\), and \(n\) is a positive integer. Determine the smallest possible value of \(n\) that makes this lower bound valid.",5
6895,"Evaluate the improper integral \( \int_{0}^{1} \ln(e^{1/x}+1)\, dx \).",\infty
6896,"Using the random walk approach, calculate the expected time for a mouse to reach one of the three exits in a maze, where each exit is an absorbing state.",4
6897,Determine whether every diagonalizable matrix with distinct eigenvalues can be expressed as the product of two commuting matrices. Provide a justification for your answer.,Yes
6898,"Consider the function \(f(x)=\frac{2^{x+1}}{2^x+1}\). Let \(\{a_n\}\) be an arithmetic sequence with a common difference of 1. If \(f(a_1)+f(a_2)+\cdots+f(a_{2023})=2023\), find the value of \(f^2(a_{1012})-a_{1011}a_{1013}\).",2
6899,"In triangle \( \triangle ABC \), where \( AB = 13 \), \( BC = 14 \), and \( AC = 15 \), there are three points \( X \), \( Y \), and \( Z \) inside the triangle such that:

- \( Y \) is the centroid of \( \triangle ABX \)
- \( Z \) is the centroid of \( \triangle BCY \)
- \( X \) is the centroid of \( \triangle CAZ \)

Find the area of \( \triangle XYZ \).",\dfrac{84}{13}
6900,"Determine the maximum number of students who can participate in a math competition where each student solves 3 problems, each scored from 0 to 7, such that no student scores equal to or higher than another student on all three problems.",48
6901,Evaluate the limit: $$\lim_{n \to \infty} \left(\prod_{i=1}^n \frac{1}{\cos\left(\frac{1}{i}\right)}\right)^{\frac{1}{n}}$$,1
6902,"Determine the number of pairs \((n, a)\) such that the congruence \(x^n \equiv a \pmod{31}\) has exactly 10 solutions.",6
6903,"Given the sequences \(\{x_{n}\}\) and \(\{y_{n}\}\) defined by the initial conditions \(x_{1} = 11, y_{1} = 7\) and the recurrence relations \(x_{n+1} = 3x_{n} + 2y_{n}\), \(y_{n+1} = 4x_{n} + 3y_{n}\) for \(n \in \mathbb{N}\), find the remainder when \(y_{1855}^{2018} - 2x_{1855}^{2018}\) is divided by 2018.",1825
6904,Find all real numbers \(x\) such that \(\int _0^1 \frac{dt}{1+\{x+t\}} = \ln 2\).,\mathbb{R}
6905,"Evaluate the integral \( \int_{-1}^{1} (4t^4 - 4t^2 - 1) e^{-{(t^2 -1)}^2} \, dt \).",-2
6906,"Show that the function \( f(x) = \sum_{i=1}^n \prod_{j \ne i} \frac{x-a_j}{a_i-a_j} = 1 \) for \( n > 1 \) without simplifying the expression. Consider the following form:
\[
\begin{align}
\frac{(x − a_2)(x − a_3)\cdots(x − a_n)}{(a_1 − a_2)(a_1 − a_3)\cdots(a_1 − a_n)}  &+  \frac{(x − a_1)(x − a_3)\cdots(x − a_n)}{(a_2 − a_1)(a_2 − a_3)\cdots(a_2 − a_n)} \\
&+ \cdots \\
&+\frac{(x − a_1)(x − a_2)\cdots(x − a_{n-1})}{(a_n − a_2)(a_n − a_3)\cdots(a_n − a_{n-1})} \\
&= 1
\end{align}
\]",1
6907,Find an integer $0 \le x < 527$ such that $x^{37} \equiv 3 \pmod{527}$. What is the value of $x$?,148
6908,Determine the constant \( A \) such that the surfaces \( x^2 + y^2 + 2z^2 = A \) and \( xy + z^2 = 2 \) have a common tangent plane at the same point.,4
6909,"Evaluate the integral \( \int _0^6 2\pi \left(\sqrt{81-y^2}\right)\sqrt{1+\frac{y^2}{81-y^2}}\,dy \).",108\pi
6910,"In \(\mathbb{R}^n\), determine the maximum number of vectors such that the angle between any two vectors is at least \(\frac{\pi}{2}\).",2n
6911,Evaluate the limit: $$\lim_{x\to0}\left(\frac{1+\ln(1-x^2)}{2x+1-\sin(x)}\right)^{\frac{1}{x^2}}$$,0
6912,"Suppose $f$ is defined and monotonic increasing on $(a,b)$. Let $E$ be any closed subset of $(a,b)$. If $f(E)$ is closed, does it follow that $f$ is continuous? Answer yes or no and justify your answer.",Yes
6913,"Determine the values of $s$ for which the improper integral \( \int_{0}^{\infty} \frac{\sin x}{x^s} \, dx \) converges.",0 < s < 2
6914,Find the limit: $$\lim_{x\to\infty} \frac{ 1}{x \sqrt{x} } \int_{0}^{x} \ln \frac{t^{3} + 2}{t^{2} +1 } dt $$,0
6915,Evaluate the limit: $$ \lim_{n \to \infty}\sqrt[1/n]{\frac{3n\choose n}{2n\choose n}} $$,\dfrac{27}{16}
6916,"Find the remainder when the expression \( S = \sum_{i=0}^{99} (n+i)^6 + 2^{2^{2558}} + 1 \) is divided by 100, given that \( 2^{2^{2558}} \equiv 16 \pmod{100} \).",67
6917,"Evaluate the integral \( \int_{-\infty}^{+\infty} \text{sinc}(x) \, dx \).",\pi
6918,Let $A$ and $B$ be two $n \times n$ real symmetric matrices such that $A^{2k+1} = B^{2k+1}$ for some integer $k \geq 0$. Determine whether it is necessarily true that $A = B$. Provide a justification for your answer.,A = B
6919,"Given three non-negative numbers \(a, b, c\) such that \(a + b + c = 3\) and \(a^2 + b^2 + c^2 = 5\), find the maximum possible value of \(a^4b + b^4c + c^4a\).",16
6920,Solve the system of equations: \[\begin{align*} x + 2y + z &= 5(x + y)(y + z) \\ x + y + 2z &= 7(y + z)(z + x) \\ 2x + y + z &= 6(z + x)(x + y) \end{align*}\] Determine the value of $24^3 \cdot xyz$. Confirm that the expression is $24^3 \cdot xyz$.,35
6921,"Find the general term of the sequence \(a_n\) defined by the recurrence relation:
\[ a_0 = 1, \]
\[ 2a_{n+1} = \sum_{i=0}^n \binom{n}{i} a_i a_{n-i}. \]",\dfrac{n!}{2^n}
6922,Use the Laplace transform to solve the differential equation: \( tx'' + x' + tx = 0 \).,C J_0(t)
6923,"Given the vertices $B$ and $C$ of triangle $ABC$, the center of its circumcircle, and the distance from vertex $C$ to the orthocenter, construct the vertex $A$ of the triangle using only a compass.",A
6924,Determine the radius of convergence of the power series \( \operatorname{f}(x) = \sum_{n \ge 0} a_n x^n \) given that \( a_i \ge 0 \) and \( a_{n+1} + a_{n+2} + \cdots < 1/n! \).,\infty
6925,"Given the function \( f(t) = (t+1) \cos t \) for \(-\pi < t < \pi\), determine the sum of its Fourier series at \( t = 3\pi \).",-1
6926,"Determine all integers $y$ such that $y$ belongs to the open ball $B_{d_3}(0, \frac{2}{5})$ in the 3-adic metric $d_3$ over $\mathbb{Z}$. Express the condition for $y$ in terms of the highest power of 3 that divides $y$, denoted by $k(y) = \max\{i : 3^i \mid y\}$.",k(y) \geq 1
6927,"Evaluate the integral \( \int_{S^2} \sin(\theta) \, d\theta \wedge d\phi \).",4\pi
6928,"What is the Lebesgue measure of the set of transcendental numbers in the interval $[0,1]$?",1
6929,"Consider two coprime monic polynomials \(f\) and \(g\) with rational coefficients. If there exists a Bezout relation \(f(x)u(x)+g(x)v(x)=1\), where \(u\) and \(v\) are polynomials with integer coefficients, does it imply that \(f\) and \(g\) have integer coefficients? Answer yes or no.",No
6930,Evaluate the limit: \[ \lim_{n \to \infty} \left(\frac{(n!)^{1/n}}{n}\right). \],\dfrac{1}{e}
6931,"Given a function $f$ such that $f^2$ is Riemann integrable, determine whether $f$ is always Riemann integrable. Provide a justification for your answer.",No
6932,"Evaluate the integral \( \int_0^\pi \frac{\sin^2(\theta) \, d\theta}{10-6\cos(\theta)} \) using a method other than the residue theorem.",\dfrac{\pi}{18}
6933,"Let $X$ be a random variable such that $X \sim \text{Poisson}(\lambda)$ and $Y|X \sim \text{Binomial}(x+1,p)$. Find $\text{Cov}(X,Y)$. Provide your answer as a single numerical value.",p\lambda
6934,"Evaluate the limit \( \lim_{n\rightarrow \infty}\frac{I_{n+1}}{I_{n}} \), where \( I_{n}=\int^{1}_{0}x^2(1-x^2)^n\,dx \).",1
6935,"Given the function $f: \mathbb{R} \to \mathbb{R}$ such that $f(f(x)) = 2^x - 1$ for all $x \in \mathbb{R}$, determine the value of $f(0) + f(1)$. \( \text{Express your answer as a single number.} \)",1
6936,"Determine the conditions under which the expression \((a^2+b)(b^2+a)\) is a power of 2, where \(a\) and \(b\) are positive integers.","(a, b) = (1, 1)"
6937,Determine whether the equation \(a^{i\frac{\pi}{\log(a)}} = -1\) holds true for all positive real numbers \(a\) excluding 1.,True
6938,Evaluate the limit: \[ \lim_{n\to \infty} \left(\frac{(2n!)}{n!^2}\right)^{\frac{1}{4n}} \],\sqrt{2}
6939,"Let \( A \) be a real, symmetric, positive definite \( n \times n \) matrix, and let \( B \) be a real, symmetric \( n \times n \) matrix. Determine whether there exists an \( \epsilon > 0 \) such that \( A + \epsilon B \) is positive definite.",Yes
6940,Evaluate the limit: $$\psi=\lim_{x\to0}{\frac{\sqrt{1-\cos x+\sqrt{1-\cos x+\sqrt{1-\cos x+\cdots}}}-1}{x^2}}$$,\dfrac{1}{2}
6941,"Determine whether there exist functions $f(x)$ and $g(x)$ that are positive, decreasing, and concave down on an interval $[a, b]$ such that the product $h(x) = f(x)g(x)$ is not concave down on that interval.",Yes
6942,"In the card game War, assuming cards are put into the bottom of the pile when taken, calculate the probability that a game will end and not result in an infinite loop.",1
6943,Consider a tetrahedron inscribed in a cube. Determine the number of rotation matrices that correspond to rotations of the tetrahedron fixing two of its vertices.,1
6944,"Determine if there exists a positive value of \( p \) such that the divergence of the vector field \( \mathbf{r} / (\| \mathbf{r} \|^p) \) is zero, where \( \mathbf{r} = (x, y, z) \) is the position vector in \( \mathbb{R}^3 \).",3
6945,"A satellite of mass 'm' revolves around Earth in a circular orbit of radius $r_0$ with velocity $v_0$. At a certain point, its direction changes by an angle $	heta = \cos^{-1}\left(\frac{3}{5}\right)$, while maintaining its speed. This change causes the satellite to enter an elliptical orbit. Calculate the ratio of the speed at the perigee to the speed at the apogee of this elliptical orbit. Use the following formulas for elliptical orbit velocities:

$$V_{\text{max}} = \sqrt{\frac{GM}{a} \frac{1+e}{1-e}}$$
$$V_{\text{min}} = \sqrt{\frac{GM}{a} \frac{1-e}{1+e}}$$

Determine how the eccentricity $e$ can be calculated using the angle $\theta$. Provide the ratio of the speed at the perigee to the speed at the apogee.",9
6946,Evaluate the limit using L'Hopital's rule: $$\lim _{x\to0}\dfrac{\displaystyle \int _0^{x^2}(\sin t)^{\frac{3}{2}} dt}{\displaystyle\int ^x_0t\left(t-\sin t\right)dt}$$,12
6947,"Find the volume of the set \(\Omega = \bigcup_{t \in [0,1]} T(t)\), where \(T(t)\) is the triangle formed by the points \(A(t) = (t,t^3,t)\), \(B(t) = (t,t,t)\), and \(C(t) = (0,2t,t)\). Assume \(T(t)\) is empty if the points are collinear.",\dfrac{1}{15}
6948,Compute the limit \( \lim_{n\rightarrow \infty }\frac{x_{n}}{n} \) for the sequence \((x_{n})_{n\geq 2}\) defined by \(x_{n}=\sqrt[n]{1+\sum_{k=2}^{n}(k-1)(k-1)!}\).,\dfrac{1}{e}
6949,"If $m$ divides $n$, determine whether the dihedral group $D_n$ has a subgroup isomorphic to $D_m$. Provide a justification for your answer.",Yes
6950,"Consider the polynomial \(P(x) = 5x^6 - ax^4 - bx^3 - cx^2 - dx - 9\), where \(a, b, c, d\) are real numbers. If the roots of \(P(x)\) are in arithmetic progression, determine the value of \(a\).",35
6951,"Given the complex matrix \( z = \left| \begin{array}{ccc} 3 + 2i & 1 & i \\ 2 & 3 - 2i & 1 + i \\ 1 - i & -i & 3 \end{array} \right| \), and the condition \( |z + \overline{z}| = k|z| \), find the value of \( k \).",2
6952,"Determine all functions \( f : [0,1] \to [0,1] \) that satisfy the equation \( |f(x)-f(y)|=|x-y| \) for all \( x, y \in [0,1] \), with the conditions \( f(0) = 1 \) and \( f(1) = 0 \).",f(x) = 1 - x
6953,"An archipelago consists of \( N \geq 7 \) islands. Each pair of islands is connected by at most one bridge. No more than 5 bridges lead from each island, and among any 7 islands, there are always two that are connected by a bridge. Determine the largest possible value of \( N \).",36
6954,"Let \( G \) be a continuously differentiable cumulative distribution function (CDF) over the interval \([a, b]\). Determine whether the following inequality holds for any natural number \( n \):
\[
n\int_{a}^{b}G(x)^n\,dx \leq (n+1)\int_{a}^{b}G(x)^{n+1}\,dx.\]",Yes
6955,Find all positive integers $n$ such that $n$ divides $2^n + 1$. Provide a proof for your answer.,3^k
6956,Determine whether the following statement is true: \( \lim_{n \to \infty} n^{\phi(n)} = 1 \) given that \( \phi(n) \to 0 \) as \( n \to \infty \).,False
6957,Evaluate the integral: $$\frac{\pi}{3}\int_{3}^6\sqrt{x^4-4x^3-2x^2+12x+9}\;dx$$ and find its value. The expected answer is $9\pi$. What is the value of this integral?,9\pi
6958,"Evaluate the flux of the vector field \( \mathbf{F} = 5x\hat{i} + y\hat{j} + z\hat{k} \) through the surface \( S_1 \) of the paraboloid \( x = y^2 + z^2 \) oriented in the negative \( x \) direction, bounded by the plane \( x = 4 \).",-24\pi
6959,"Let \( f(x) \) be a continuously differentiable function on \([0,1]\) satisfying the following conditions: \( f(1) = 0 \), \( \int_0^1 [f'(x)]^2 \, dx = 7 \), and \( \int_0^1 x^2 f(x) \, dx = \frac{1}{3} \). Compute \( \int_0^1 f(x) \, dx \).",\dfrac{7}{5}
6960,Compute the limit \( \lim_{x \to 0} \frac{x^2e^{x^2} + \frac{1}{2}\log(1+2x^2) - 2x^2}{1 + \arctan(x^6) - \cos(x^3)} \) using Taylor series expansions around the origin.,\dfrac{11}{9}
6961,"Consider two functions \(F(x, y)\) and \(G(x, y)\) that are continuous and differentiable in a neighborhood around a point \((a, b)\). If the limit \[\lim_{(x, y) \to (a, b)} \frac{F(x, y)}{G(x, y)}\] is of the indeterminate form \(\frac{0}{0}\) and the determinant of the Jacobian matrix evaluated at \((a, b)\) is non-zero, i.e., \[\left[\frac{\partial F}{\partial x} \frac{\partial G}{\partial y} - \frac{\partial F}{\partial y} \frac{\partial G}{\partial x}\right]_{(a, b)} \neq 0,\] does this imply that the original limit does not exist? Answer with ""Yes"" or ""No"".",Yes
